"id_contenedor","fecha_registro","num_kg_depositado","num_m3_depositado","num_nivel_llenado","num_aperturas","num_nivel_bateria"
167,2016-05-01 00:00:00,2.745,2.743,99,1.966,41
168,2016-05-01 00:00:00,1.121,1.176,23,1.400,97
169,2016-05-01 00:00:00,1.186,2.201,75,2.014,74
170,2016-05-01 00:00:00,5.241,2.370,54,615,85
171,2016-05-01 00:00:00,3.958,573,97,1.006,61
172,2016-05-01 00:00:00,835,1.252,15,1.874,32
173,2016-05-01 00:00:00,994,2.083,26,717,89
174,2016-05-01 00:00:00,229,275,69,2.134,92
175,2016-05-01 00:00:00,4.807,2.336,77,2.394,50
176,2016-05-01 00:00:00,2.646,1.982,79,2.619,89
177,2016-05-01 00:00:00,2.363,2.082,65,2.413,75
178,2016-05-01 00:00:00,449,757,54,1.343,1
179,2016-05-01 00:00:00,3.320,1.211,37,1.412,50
180,2016-05-01 00:00:00,2.487,1.015,65,972,84
181,2016-05-01 00:00:00,5.129,2.751,96,84,58
182,2016-05-01 00:00:00,4.861,1.242,9,2.758,10
183,2016-05-01 00:00:00,4.121,1.158,24,551,75
184,2016-05-01 00:00:00,2.290,2.879,26,220,84
185,2016-05-01 00:00:00,2.004,2.378,49,974,19
186,2016-05-01 00:00:00,3.133,474,46,2.200,94
187,2016-05-01 00:00:00,4.781,632,13,1.412,58
188,2016-05-01 00:00:00,2.788,2.318,80,919,29
189,2016-05-01 00:00:00,3.192,2.640,57,1.753,91
190,2016-05-01 00:00:00,3.792,297,63,1.094,64
191,2016-05-01 00:00:00,4.180,2.174,81,1.859,30
192,2016-05-01 00:00:00,1.885,1.074,25,1.307,16
193,2016-05-01 00:00:00,3.627,1.055,92,1.212,53
194,2016-05-01 00:00:00,2.265,1.171,97,1.112,70
195,2016-05-01 00:00:00,712,339,46,2.617,92
196,2016-05-01 00:00:00,1.260,2.603,40,1.592,26
197,2016-05-01 00:00:00,978,1.053,7,1.530,37
198,2016-05-01 00:00:00,5.308,827,76,1.285,56
199,2016-05-01 00:00:00,3.954,2.731,71,2.868,42
200,2016-05-01 00:00:00,5.135,189,62,1.304,94
202,2016-05-01 00:00:00,3.462,2.783,52,1.258,36
203,2016-05-01 00:00:00,5.272,2.270,86,2.820,45
204,2016-05-01 00:00:00,1.073,2.523,93,1.860,58
205,2016-05-01 00:00:00,1.471,758,87,2.534,72
206,2016-05-01 00:00:00,1.427,1.046,11,2.254,93
137,2016-05-01 00:00:00,156,100,60,2.526,33
138,2016-05-01 00:00:00,1.970,919,51,161,24
139,2016-05-01 00:00:00,208,1.964,22,2.744,10
455,2016-05-01 00:00:00,4.326,1.341,70,925,94
444,2016-05-01 00:00:00,3.672,1.495,21,49,86
445,2016-05-01 00:00:00,2.965,330,50,778,17
446,2016-05-01 00:00:00,4.974,2.843,57,1.828,71
447,2016-05-01 00:00:00,3.446,1.943,68,1.277,1
448,2016-05-01 00:00:00,3.383,1.527,92,2.084,87
449,2016-05-01 00:00:00,2.562,2.371,70,2.887,67
450,2016-05-01 00:00:00,3.371,520,4,1.230,97
456,2016-05-01 00:00:00,1.904,483,71,1.614,83
457,2016-05-01 00:00:00,4.430,1.901,66,1.134,15
458,2016-05-01 00:00:00,3.206,1.505,63,456,2
459,2016-05-01 00:00:00,2.937,224,90,2.029,10
460,2016-05-01 00:00:00,1.231,1.870,88,1.447,99
461,2016-05-01 00:00:00,4.915,2.698,54,1.581,64
462,2016-05-01 00:00:00,3.565,403,47,656,3
463,2016-05-01 00:00:00,861,170,42,2.816,53
464,2016-05-01 00:00:00,3.285,2.745,9,2.479,32
465,2016-05-01 00:00:00,4.997,719,86,2.189,74
466,2016-05-01 00:00:00,3.366,2.705,21,1.240,81
467,2016-05-01 00:00:00,934,1.659,62,759,84
468,2016-05-01 00:00:00,3.474,387,38,463,35
469,2016-05-01 00:00:00,557,1.583,32,540,6
451,2016-05-01 00:00:00,1.740,855,19,1.570,69
470,2016-05-01 00:00:00,1.474,520,17,1.775,29
471,2016-05-01 00:00:00,3.615,2.685,20,1.464,6
472,2016-05-01 00:00:00,873,673,97,44,25
473,2016-05-01 00:00:00,3.093,1.058,87,752,48
474,2016-05-01 00:00:00,4.932,1.808,27,1.320,17
207,2016-05-01 00:00:00,328,1.905,74,426,44
452,2016-05-01 00:00:00,3.288,274,15,1.402,38
453,2016-05-01 00:00:00,3.120,757,7,2.921,71
454,2016-05-01 00:00:00,2.604,2.432,67,2.005,70
441,2016-05-01 00:00:00,4.569,484,47,257,25
442,2016-05-01 00:00:00,1.797,1.509,50,1.056,19
443,2016-05-01 00:00:00,2.746,1.351,77,2.893,62
430,2016-05-01 00:00:00,1.273,320,27,1.916,1
431,2016-05-01 00:00:00,928,2.882,37,2.679,23
432,2016-05-01 00:00:00,2.350,1.895,64,2.701,76
433,2016-05-01 00:00:00,2.981,2.117,87,2.034,34
434,2016-05-01 00:00:00,5.292,2.694,19,815,36
435,2016-05-01 00:00:00,3.171,106,65,2.760,13
436,2016-05-01 00:00:00,4.824,2.448,7,673,54
437,2016-05-01 00:00:00,3.246,2.009,6,174,60
438,2016-05-01 00:00:00,4.552,703,39,294,18
427,2016-05-01 00:00:00,3.054,1.752,6,1.987,56
428,2016-05-01 00:00:00,706,1.304,28,206,14
429,2016-05-01 00:00:00,4.843,2.537,3,1.900,80
422,2016-05-01 00:00:00,376,1.198,26,2.249,50
423,2016-05-01 00:00:00,175,875,8,1.739,74
424,2016-05-01 00:00:00,3.845,236,82,1.433,27
425,2016-05-01 00:00:00,273,1.816,59,2.103,39
439,2016-05-01 00:00:00,1.992,2.544,70,192,29
440,2016-05-01 00:00:00,4.464,1.812,30,2.169,94
419,2016-05-01 00:00:00,249,656,47,509,21
420,2016-05-01 00:00:00,3.420,2.861,14,628,71
418,2016-05-01 00:00:00,282,1.237,66,629,57
417,2016-05-01 00:00:00,1.632,1.941,91,267,20
416,2016-05-01 00:00:00,2.361,763,54,1.864,27
415,2016-05-01 00:00:00,483,641,48,322,59
414,2016-05-01 00:00:00,3.468,2.724,90,2.287,52
413,2016-05-01 00:00:00,5.003,2.110,67,1.443,68
412,2016-05-01 00:00:00,4.349,844,48,1.072,52
411,2016-05-01 00:00:00,3.565,479,82,2.718,12
410,2016-05-01 00:00:00,4.092,2.628,32,2.926,76
409,2016-05-01 00:00:00,1.847,1.540,68,2.684,83
421,2016-05-01 00:00:00,321,1.990,76,2.063,33
346,2016-05-01 00:00:00,1.227,699,74,246,13
426,2016-05-01 00:00:00,1.898,752,85,2.596,49
406,2016-05-01 00:00:00,288,1.819,25,293,0
405,2016-05-01 00:00:00,5.234,1.300,31,1.156,60
404,2016-05-01 00:00:00,2.799,1.427,62,1.711,95
403,2016-05-01 00:00:00,4.894,850,33,2.883,93
402,2016-05-01 00:00:00,3.580,631,64,2.677,13
401,2016-05-01 00:00:00,4.088,1.573,28,801,28
400,2016-05-01 00:00:00,1.183,2.852,91,2.593,91
399,2016-05-01 00:00:00,2.783,2.622,71,33,5
398,2016-05-01 00:00:00,3.585,368,63,2.057,46
397,2016-05-01 00:00:00,1.926,278,19,2.024,55
396,2016-05-01 00:00:00,1.506,1.456,13,2.899,45
395,2016-05-01 00:00:00,3.961,1.852,78,331,17
394,2016-05-01 00:00:00,2.679,2.723,93,1.174,13
393,2016-05-01 00:00:00,1.128,2.524,14,2.144,14
392,2016-05-01 00:00:00,1.959,232,55,1.677,5
391,2016-05-01 00:00:00,4.523,2.744,95,2.431,65
390,2016-05-01 00:00:00,3.859,429,14,2.019,73
389,2016-05-01 00:00:00,2.973,1.174,85,915,49
388,2016-05-01 00:00:00,2.855,1.822,67,2.044,78
387,2016-05-01 00:00:00,208,1.928,13,556,7
386,2016-05-01 00:00:00,966,1.043,28,1.216,84
385,2016-05-01 00:00:00,4.197,863,68,2.082,8
384,2016-05-01 00:00:00,1.801,1.959,0,2.286,60
383,2016-05-01 00:00:00,755,2.090,13,2.045,60
382,2016-05-01 00:00:00,5.345,247,23,998,68
381,2016-05-01 00:00:00,3.999,1.409,9,31,86
380,2016-05-01 00:00:00,241,2.886,21,1.946,88
378,2016-05-01 00:00:00,1.677,417,38,913,31
377,2016-05-01 00:00:00,3.747,142,94,2.293,82
376,2016-05-01 00:00:00,3.199,861,36,906,61
375,2016-05-01 00:00:00,2.421,2.789,69,676,3
374,2016-05-01 00:00:00,394,1.023,20,1.944,47
373,2016-05-01 00:00:00,932,855,23,2.670,17
372,2016-05-01 00:00:00,3.054,2.035,19,1.410,48
371,2016-05-01 00:00:00,1.807,158,33,1.800,37
370,2016-05-01 00:00:00,3.659,1.728,10,408,19
369,2016-05-01 00:00:00,4.744,2.136,2,1.240,87
368,2016-05-01 00:00:00,1.080,735,60,1.599,5
367,2016-05-01 00:00:00,938,902,1,193,66
366,2016-05-01 00:00:00,1.366,885,80,1.453,28
365,2016-05-01 00:00:00,841,1.903,85,2.830,15
364,2016-05-01 00:00:00,3.994,1.827,7,1.630,85
363,2016-05-01 00:00:00,2.343,1.016,39,1.724,0
362,2016-05-01 00:00:00,4.033,2.152,29,2.909,28
361,2016-05-01 00:00:00,2.359,450,43,252,65
360,2016-05-01 00:00:00,1.115,1.492,53,519,49
359,2016-05-01 00:00:00,1.196,919,45,2.699,93
358,2016-05-01 00:00:00,1.232,2.364,77,102,35
357,2016-05-01 00:00:00,3.357,1.717,18,1.477,84
356,2016-05-01 00:00:00,4.580,1.272,45,2.521,95
355,2016-05-01 00:00:00,2.492,258,26,2.721,89
354,2016-05-01 00:00:00,3.109,1.589,53,1.443,24
353,2016-05-01 00:00:00,4.974,522,11,1.327,58
352,2016-05-01 00:00:00,2.599,190,64,2.254,53
351,2016-05-01 00:00:00,3.185,916,48,973,17
350,2016-05-01 00:00:00,4.552,2.159,77,2.821,97
349,2016-05-01 00:00:00,5.235,2.251,8,599,16
348,2016-05-01 00:00:00,1.749,1.470,28,677,73
335,2016-05-01 00:00:00,4.136,2.168,30,2.035,72
336,2016-05-01 00:00:00,2.856,216,79,511,43
337,2016-05-01 00:00:00,2.899,1.218,15,862,30
338,2016-05-01 00:00:00,2.263,1.899,68,2.088,68
339,2016-05-01 00:00:00,2.191,1.141,58,2.441,29
340,2016-05-01 00:00:00,1.462,2.874,84,2.510,22
341,2016-05-01 00:00:00,4.837,1.944,12,2.467,76
342,2016-05-01 00:00:00,2.761,2.109,24,2.636,6
343,2016-05-01 00:00:00,4.982,340,22,746,40
344,2016-05-01 00:00:00,3.186,1.795,6,1.009,5
345,2016-05-01 00:00:00,5.233,361,17,271,62
347,2016-05-01 00:00:00,2.729,1.712,14,1.562,18
379,2016-05-01 00:00:00,1.477,594,15,2.701,49
407,2016-05-01 00:00:00,1.963,2.230,25,190,55
408,2016-05-01 00:00:00,2.804,1.251,62,2.006,4
512,2016-05-01 00:00:00,3.101,1.949,96,738,55
513,2016-05-01 00:00:00,3.427,1.504,39,1.617,6
514,2016-05-01 00:00:00,2.231,2.085,53,297,71
515,2016-05-01 00:00:00,5.200,2.037,89,998,74
516,2016-05-01 00:00:00,1.446,841,44,2.046,52
517,2016-05-01 00:00:00,3.820,762,29,2.042,95
518,2016-05-01 00:00:00,2.260,627,96,2.319,4
519,2016-05-01 00:00:00,3.701,2.426,27,1.221,38
520,2016-05-01 00:00:00,2.037,1.710,53,1.867,80
521,2016-05-01 00:00:00,2.251,364,41,871,40
522,2016-05-01 00:00:00,913,2.476,0,733,79
523,2016-05-01 00:00:00,1.408,2.646,84,1.284,7
524,2016-05-01 00:00:00,1.209,1.064,41,2.321,11
525,2016-05-01 00:00:00,4.270,1.101,81,2.438,11
526,2016-05-01 00:00:00,2.126,221,59,1.403,39
527,2016-05-01 00:00:00,4.885,1.412,52,2.699,23
528,2016-05-01 00:00:00,3.450,2.907,21,1.679,97
529,2016-05-01 00:00:00,3.656,1.600,12,184,47
530,2016-05-01 00:00:00,210,366,83,1.701,8
531,2016-05-01 00:00:00,4.903,2.807,67,2.535,5
532,2016-05-01 00:00:00,2.460,470,77,2.110,66
533,2016-05-01 00:00:00,5.156,1.291,76,732,99
534,2016-05-01 00:00:00,5.337,1.959,55,809,13
535,2016-05-01 00:00:00,5.194,178,64,2.828,77
536,2016-05-01 00:00:00,1.248,1.092,43,904,43
537,2016-05-01 00:00:00,2.753,298,41,148,78
538,2016-05-01 00:00:00,4.656,667,49,2.095,27
539,2016-05-01 00:00:00,2.971,810,40,229,77
540,2016-05-01 00:00:00,5.175,1.369,78,1.015,38
541,2016-05-01 00:00:00,4.095,1.942,47,1.746,63
542,2016-05-01 00:00:00,2.793,659,1,738,52
543,2016-05-01 00:00:00,1.147,1.926,16,1.734,50
544,2016-05-01 00:00:00,391,2.472,61,1.653,27
545,2016-05-01 00:00:00,1.200,1.380,41,42,10
546,2016-05-01 00:00:00,1.914,1.389,60,1.453,61
547,2016-05-01 00:00:00,3.174,1.981,66,846,17
548,2016-05-01 00:00:00,4.436,866,15,2.087,98
549,2016-05-01 00:00:00,5.190,371,86,1.235,63
550,2016-05-01 00:00:00,325,167,65,1.884,11
551,2016-05-01 00:00:00,616,1.929,19,2.310,68
552,2016-05-01 00:00:00,1.246,1.441,30,2.834,75
553,2016-05-01 00:00:00,3.003,2.039,3,1.708,39
475,2016-05-01 00:00:00,3.582,1.907,3,1.831,61
476,2016-05-01 00:00:00,3.936,1.079,78,305,36
477,2016-05-01 00:00:00,4.836,1.912,90,2.204,17
478,2016-05-01 00:00:00,1.545,2.869,43,1.912,38
479,2016-05-01 00:00:00,3.300,1.922,42,739,7
480,2016-05-01 00:00:00,3.071,183,57,2.170,72
481,2016-05-01 00:00:00,945,412,77,1.310,88
482,2016-05-01 00:00:00,918,2.174,81,2.901,68
483,2016-05-01 00:00:00,3.018,2.472,33,73,62
484,2016-05-01 00:00:00,1.883,1.829,18,1.913,9
485,2016-05-01 00:00:00,3.319,2.572,83,391,1
486,2016-05-01 00:00:00,3.135,485,39,2.216,46
487,2016-05-01 00:00:00,1.440,1.704,77,2.394,66
488,2016-05-01 00:00:00,238,1.874,14,2.100,86
489,2016-05-01 00:00:00,467,2.410,82,1.834,91
490,2016-05-01 00:00:00,2.990,2.251,67,2.763,97
491,2016-05-01 00:00:00,1.649,2.477,78,365,75
492,2016-05-01 00:00:00,1.612,966,50,2.005,53
493,2016-05-01 00:00:00,5.407,2.727,76,1.882,37
494,2016-05-01 00:00:00,2.464,2.024,62,2.039,21
495,2016-05-01 00:00:00,1.236,323,4,2.832,42
496,2016-05-01 00:00:00,1.975,2.090,47,1.189,65
497,2016-05-01 00:00:00,4.811,2.552,70,2.921,21
498,2016-05-01 00:00:00,4.240,1.151,91,406,33
499,2016-05-01 00:00:00,4.635,1.448,61,162,41
500,2016-05-01 00:00:00,2.832,2.313,42,2.297,99
501,2016-05-01 00:00:00,540,1.552,58,813,43
502,2016-05-01 00:00:00,2.451,1.839,50,1.648,60
503,2016-05-01 00:00:00,3.500,2.112,8,220,97
504,2016-05-01 00:00:00,630,1.534,74,761,26
505,2016-05-01 00:00:00,2.334,973,35,1.144,6
506,2016-05-01 00:00:00,3.414,204,63,1.932,81
507,2016-05-01 00:00:00,2.102,365,24,1.307,36
508,2016-05-01 00:00:00,2.158,1.007,4,1.959,95
509,2016-05-01 00:00:00,1.252,896,1,2.668,85
510,2016-05-01 00:00:00,1.612,214,89,1.462,83
511,2016-05-01 00:00:00,2.611,2.712,15,343,61
303,2016-05-01 00:00:00,3.341,2.932,73,447,40
304,2016-05-01 00:00:00,3.433,2.387,18,45,7
305,2016-05-01 00:00:00,4.286,1.870,44,808,93
306,2016-05-01 00:00:00,3.890,204,76,901,19
307,2016-05-01 00:00:00,3.064,1.994,34,660,86
308,2016-05-01 00:00:00,316,650,41,676,11
309,2016-05-01 00:00:00,5.308,677,65,844,22
310,2016-05-01 00:00:00,3.137,948,67,1.111,95
311,2016-05-01 00:00:00,459,2.275,11,1.207,57
312,2016-05-01 00:00:00,5.316,773,30,357,44
313,2016-05-01 00:00:00,3.318,2.186,97,1.018,66
314,2016-05-01 00:00:00,3.471,2.365,69,576,53
315,2016-05-01 00:00:00,4.982,147,10,2.151,39
316,2016-05-01 00:00:00,971,2.650,5,882,12
317,2016-05-01 00:00:00,3.186,1.421,60,2.114,41
318,2016-05-01 00:00:00,416,865,57,1.717,41
319,2016-05-01 00:00:00,2.199,2.539,47,103,88
320,2016-05-01 00:00:00,2.821,796,84,107,27
321,2016-05-01 00:00:00,1.263,868,70,2.571,45
322,2016-05-01 00:00:00,5.283,820,5,1.898,47
323,2016-05-01 00:00:00,4.822,1.715,19,1.376,6
324,2016-05-01 00:00:00,3.525,2.129,87,2.790,18
325,2016-05-01 00:00:00,161,129,72,1.859,93
326,2016-05-01 00:00:00,3.005,455,11,2.350,11
327,2016-05-01 00:00:00,3.750,256,65,1.871,52
328,2016-05-01 00:00:00,4.825,2.189,77,309,41
329,2016-05-01 00:00:00,768,1.250,22,2.721,40
330,2016-05-01 00:00:00,4.407,389,3,1.688,89
331,2016-05-01 00:00:00,470,1.704,27,1.711,59
332,2016-05-01 00:00:00,5.323,1.664,36,2.536,73
333,2016-05-01 00:00:00,1.291,2.445,7,595,67
334,2016-05-01 00:00:00,3.804,2.583,37,580,73
66,2016-05-01 00:00:00,2.992,2.329,58,1.382,86
98,2016-05-01 00:00:00,3.854,122,36,2.437,93
97,2016-05-01 00:00:00,3.671,2.712,60,1.188,87
96,2016-05-01 00:00:00,2.430,1.381,95,313,74
95,2016-05-01 00:00:00,374,1.149,22,2.912,28
94,2016-05-01 00:00:00,821,2.554,32,25,65
93,2016-05-01 00:00:00,3.407,971,69,2.635,64
92,2016-05-01 00:00:00,1.620,717,9,1.485,27
91,2016-05-01 00:00:00,2.653,2.221,44,1.522,54
132,2016-05-01 00:00:00,4.281,2.891,17,673,85
89,2016-05-01 00:00:00,4.533,1.703,76,2.795,3
88,2016-05-01 00:00:00,4.115,601,33,191,54
87,2016-05-01 00:00:00,4.893,139,71,1.989,27
86,2016-05-01 00:00:00,4.258,1.496,56,2.446,95
85,2016-05-01 00:00:00,2.578,1.448,42,654,28
84,2016-05-01 00:00:00,3.852,1.889,19,2.311,66
83,2016-05-01 00:00:00,1.715,2.654,95,1.579,12
82,2016-05-01 00:00:00,1.023,2.342,30,455,91
81,2016-05-01 00:00:00,2.059,2.577,0,1.418,6
80,2016-05-01 00:00:00,1.820,1.389,0,251,54
79,2016-05-01 00:00:00,3.310,950,9,1.686,52
78,2016-05-01 00:00:00,4.760,2.751,71,1.217,8
77,2016-05-01 00:00:00,3.990,2.088,47,140,17
76,2016-05-01 00:00:00,3.331,1.229,43,2.362,86
75,2016-05-01 00:00:00,721,1.207,20,1.646,24
74,2016-05-01 00:00:00,884,1.791,15,525,50
73,2016-05-01 00:00:00,1.073,1.934,97,1.533,30
72,2016-05-01 00:00:00,1.018,1.919,87,123,34
71,2016-05-01 00:00:00,2.566,1.076,11,62,87
70,2016-05-01 00:00:00,1.035,1.393,83,1.014,30
69,2016-05-01 00:00:00,3.524,1.302,20,758,72
68,2016-05-01 00:00:00,547,273,86,387,79
67,2016-05-01 00:00:00,1.928,1.857,5,534,15
90,2016-05-01 00:00:00,2.302,1.444,5,708,93
131,2016-05-01 00:00:00,2.843,121,78,1.324,14
130,2016-05-01 00:00:00,1.037,1.186,69,823,86
129,2016-05-01 00:00:00,1.670,605,39,1.175,46
128,2016-05-01 00:00:00,1.595,276,40,462,76
127,2016-05-01 00:00:00,4.524,696,29,17,38
126,2016-05-01 00:00:00,3.313,1.787,10,2.360,16
125,2016-05-01 00:00:00,5.084,1.435,34,2.012,25
124,2016-05-01 00:00:00,1.788,2.145,45,398,76
123,2016-05-01 00:00:00,1.486,2.144,4,932,75
122,2016-05-01 00:00:00,2.928,1.833,83,2.533,10
121,2016-05-01 00:00:00,4.754,2.298,64,1.371,48
120,2016-05-01 00:00:00,2.428,724,97,1.684,30
119,2016-05-01 00:00:00,4.571,670,46,2.078,39
118,2016-05-01 00:00:00,3.477,1.051,64,468,24
117,2016-05-01 00:00:00,3.646,1.300,25,2.467,92
116,2016-05-01 00:00:00,3.824,2.562,48,1.734,85
115,2016-05-01 00:00:00,2.845,732,11,2.210,92
114,2016-05-01 00:00:00,3.685,2.473,99,2.319,95
113,2016-05-01 00:00:00,5.279,1.900,88,1.400,85
112,2016-05-01 00:00:00,437,2.634,45,2.362,99
111,2016-05-01 00:00:00,2.481,2.248,24,2.063,11
110,2016-05-01 00:00:00,3.295,1.290,60,314,97
109,2016-05-01 00:00:00,786,283,51,2.578,79
108,2016-05-01 00:00:00,4.355,1.041,18,1.452,33
107,2016-05-01 00:00:00,1.324,1.580,64,710,42
106,2016-05-01 00:00:00,3.622,2.605,43,2.636,4
105,2016-05-01 00:00:00,5.210,2.317,36,322,49
104,2016-05-01 00:00:00,4.177,795,83,2.210,9
103,2016-05-01 00:00:00,133,2.550,60,329,36
102,2016-05-01 00:00:00,3.577,916,72,98,95
101,2016-05-01 00:00:00,4.895,774,49,36,22
100,2016-05-01 00:00:00,1.581,1.313,64,1.473,63
99,2016-05-01 00:00:00,2.688,2.723,45,2.042,84
135,2016-05-01 00:00:00,4.700,2.839,94,2.740,37
134,2016-05-01 00:00:00,4.300,2.403,86,2.436,23
133,2016-05-01 00:00:00,2.081,325,94,2.347,85
56,2016-05-01 00:00:00,4.259,1.777,36,997,53
55,2016-05-01 00:00:00,2.316,1.533,42,274,36
49,2016-05-01 00:00:00,5.407,2.441,18,1.494,67
50,2016-05-01 00:00:00,1.509,721,88,290,34
51,2016-05-01 00:00:00,4.459,848,12,474,79
52,2016-05-01 00:00:00,2.748,2.280,84,2.892,20
53,2016-05-01 00:00:00,4.734,1.099,48,483,39
54,2016-05-01 00:00:00,876,2.621,40,1.686,29
136,2016-05-01 00:00:00,150,2.057,63,946,17
57,2016-05-01 00:00:00,3.456,2.783,38,1.527,68
64,2016-05-01 00:00:00,2.654,2.697,69,556,15
63,2016-05-01 00:00:00,374,1.229,16,2.515,45
61,2016-05-01 00:00:00,3.333,237,87,152,85
60,2016-05-01 00:00:00,1.749,2.724,71,752,56
59,2016-05-01 00:00:00,779,239,24,2.924,76
58,2016-05-01 00:00:00,1.550,321,84,2.489,3
62,2016-05-01 00:00:00,527,422,89,1.058,37
6,2016-05-01 00:00:00,2.295,404,79,854,84
5,2016-05-01 00:00:00,5.072,2.479,77,2.383,7
4,2016-05-01 00:00:00,4.223,617,10,1.349,33
27,2016-05-01 00:00:00,2.254,2.223,72,738,62
23,2016-05-01 00:00:00,2.753,240,41,2.555,14
40,2016-05-01 00:00:00,1.305,2.857,3,2.744,35
39,2016-05-01 00:00:00,1.717,2.075,26,1.382,65
38,2016-05-01 00:00:00,989,179,23,582,33
37,2016-05-01 00:00:00,2.855,325,34,620,21
36,2016-05-01 00:00:00,1.170,1.044,47,2.261,5
28,2016-05-01 00:00:00,1.440,2.721,78,2.030,47
29,2016-05-01 00:00:00,4.352,445,93,55,92
30,2016-05-01 00:00:00,3.543,723,91,692,58
31,2016-05-01 00:00:00,4.456,217,73,906,35
32,2016-05-01 00:00:00,468,2.373,85,2.860,23
33,2016-05-01 00:00:00,968,1.887,8,2.042,56
34,2016-05-01 00:00:00,4.554,1.414,53,884,48
35,2016-05-01 00:00:00,2.568,2.436,88,164,59
41,2016-05-01 00:00:00,4.231,2.707,75,1.553,74
22,2016-05-01 00:00:00,867,869,16,1.328,89
21,2016-05-01 00:00:00,1.396,1.739,76,220,50
20,2016-05-01 00:00:00,1.507,2.493,52,915,90
19,2016-05-01 00:00:00,1.718,830,76,875,5
18,2016-05-01 00:00:00,3.813,2.419,23,704,98
17,2016-05-01 00:00:00,255,798,89,112,34
16,2016-05-01 00:00:00,3.744,1.731,71,1.039,62
15,2016-05-01 00:00:00,3.229,1.807,48,18,84
14,2016-05-01 00:00:00,1.254,2.604,95,143,46
13,2016-05-01 00:00:00,586,1.322,33,608,44
12,2016-05-01 00:00:00,786,2.900,76,1.359,83
11,2016-05-01 00:00:00,5.423,1.733,72,2.063,56
10,2016-05-01 00:00:00,3.783,1.589,16,2.093,69
9,2016-05-01 00:00:00,5.233,1.289,26,2.351,60
8,2016-05-01 00:00:00,5.185,652,0,2.472,26
7,2016-05-01 00:00:00,1.613,437,89,1.314,19
65,2016-05-01 00:00:00,3.859,2.393,36,1.549,60
26,2016-05-01 00:00:00,3.717,150,14,2.079,97
25,2016-05-01 00:00:00,2.836,2.448,95,837,38
24,2016-05-01 00:00:00,1.233,516,37,2.613,20
44,2016-05-01 00:00:00,3.505,916,90,2.136,13
43,2016-05-01 00:00:00,2.664,2.565,9,1.876,7
42,2016-05-01 00:00:00,1.273,2.218,32,2.765,56
48,2016-05-01 00:00:00,2.093,2.871,79,998,27
47,2016-05-01 00:00:00,451,2.746,95,46,27
46,2016-05-01 00:00:00,1.788,2.478,82,2.812,45
45,2016-05-01 00:00:00,5.214,712,54,2.664,54
14.368,2016-05-01 00:00:00,4.331,2.718,67,2.542,50
2,2016-05-01 00:00:00,3.379,1.065,87,1.167,97
1,2016-05-01 00:00:00,2.872,2.406,55,408,37
3,2016-05-01 00:00:00,2.685,1.454,25,390,71
261,2016-06-01 00:00:00,4.424,795,43,2.406,31
273,2016-06-01 00:00:00,507,145,47,667,83
272,2016-06-01 00:00:00,3.073,693,68,2.245,6
271,2016-06-01 00:00:00,2.586,1.871,79,150,59
270,2016-06-01 00:00:00,2.171,1.330,94,75,74
269,2016-06-01 00:00:00,3.845,966,60,2.464,4
268,2016-06-01 00:00:00,3.807,2.396,78,143,52
267,2016-06-01 00:00:00,2.619,2.578,87,1.776,28
266,2016-06-01 00:00:00,811,1.525,68,1.855,85
265,2016-06-01 00:00:00,1.468,2.739,78,716,58
264,2016-06-01 00:00:00,1.690,1.293,74,1.625,34
263,2016-06-01 00:00:00,4.803,2.319,76,1.468,87
262,2016-06-01 00:00:00,3.041,2.018,25,1.683,93
277,2016-06-01 00:00:00,1.760,907,8,780,95
278,2016-06-01 00:00:00,4.899,446,61,2.827,90
279,2016-06-01 00:00:00,1.678,1.754,73,1.074,30
280,2016-06-01 00:00:00,3.032,1.604,16,32,41
281,2016-06-01 00:00:00,4.894,1.515,3,160,51
282,2016-06-01 00:00:00,2.843,2.042,90,942,23
283,2016-06-01 00:00:00,4.157,2.023,30,348,6
284,2016-06-01 00:00:00,4.758,860,16,674,4
285,2016-06-01 00:00:00,3.244,2.675,30,688,31
286,2016-06-01 00:00:00,2.331,2.816,72,519,7
287,2016-06-01 00:00:00,3.390,1.277,46,36,25
288,2016-06-01 00:00:00,1.107,1.324,68,2.379,50
289,2016-06-01 00:00:00,2.083,2.462,5,2.627,48
290,2016-06-01 00:00:00,2.952,2.209,45,2.407,32
291,2016-06-01 00:00:00,2.023,1.696,49,2.791,23
292,2016-06-01 00:00:00,2.823,2.684,24,2.311,64
293,2016-06-01 00:00:00,5.069,1.956,9,1.516,73
294,2016-06-01 00:00:00,3.837,2.567,83,1.434,35
295,2016-06-01 00:00:00,2.384,1.328,89,936,48
296,2016-06-01 00:00:00,1.371,1.973,69,2.695,57
297,2016-06-01 00:00:00,5.221,2.636,52,431,48
298,2016-06-01 00:00:00,1.899,2.401,10,614,89
299,2016-06-01 00:00:00,2.197,1.001,90,2.874,65
300,2016-06-01 00:00:00,2.215,208,70,97,37
302,2016-06-01 00:00:00,1.425,1.505,46,1.831,99
13.706,2016-06-01 00:00:00,4.316,1.053,52,1.946,28
13.688,2016-06-01 00:00:00,1.838,2.598,46,1.214,31
301,2016-06-01 00:00:00,4.021,591,54,1.945,62
260,2016-06-01 00:00:00,2.538,2.028,27,634,48
249,2016-06-01 00:00:00,1.270,783,41,229,87
250,2016-06-01 00:00:00,4.244,987,76,1.754,4
